backbone,dish_id,session,rung,damage,cal_true,cal_pred,cal_abs_err,mass_true,mass_pred,mass_abs_err,mahalanobis,knn_dist,ensemble_spread,learned_error,blend,pred_magnitude,lap_var,tenengrad,blockiness,hf_ratio
vit_base_patch16_siglip_224.v2_webli,dish_1562774129,64,noise0p16,heavy noise,73.0835,286.125,213.042,77,240.518,163.518,7.53165,53.9299,27.1754,62.1751,51.594,286.125,13173.2,2813.01,-0.00849265,0.168921
vit_base_patch16_siglip_224.v2_webli,dish_1559578551,26,noise0p16,heavy noise,124.43,137.208,12.7779,23,27.0468,4.04682,5.95444,50.7947,14.3442,34.9742,18.1428,137.208,13772.8,2956.22,0.00761712,0.235057
vit_base_patch16_siglip_224.v2_webli,dish_1562788536,67,noise0p16,heavy noise,245.132,339.187,94.0547,190,322.453,132.453,7.32186,61.0811,24.7006,57.4734,43.3285,339.187,13751.3,2869.5,-0.0021041,0.253198
vit_base_patch16_siglip_224.v2_webli,dish_1559233756,24,noise0p16,heavy noise,189.85,261.364,71.5142,222,252.728,30.7282,6.35094,49.3195,16.1282,65.6813,63.3943,261.364,13700.9,3047.25,0.00230789,0.219196
vit_base_patch16_siglip_224.v2_webli,dish_1564428181,89,noise0p16,heavy noise,510.051,471.379,38.6714,320,332.709,12.709,7.88193,51.4043,29.5955,85.9465,86.6553,471.379,11976.2,2808.1,0.0113248,0.110102
vit_base_patch16_siglip_224.v2_webli,dish_1565118729,100,noise0p16,heavy noise,435.493,354.023,81.4698,248,246.057,1.94294,8.9131,63.272,24.9194,55.5938,38.5255,354.023,13081.7,2813.27,-0.00505972,0.154749
vit_base_patch16_siglip_224.v2_webli,dish_1568305225,125,noise0p16,heavy noise,428.668,312.709,115.959,144,286.321,142.321,8.30277,61.8801,22.0114,41.9804,20.2644,312.709,12552,2715.58,-0.00426757,0.158599
vit_base_patch16_siglip_224.v2_webli,dish_1566414291,112,noise0p16,heavy noise,345.142,360.51,15.3678,244,303.31,59.31,8.88718,62.1726,20.8414,57.7264,43.6229,360.51,13735.1,2931.78,-0.00929731,0.206574
vit_base_patch16_siglip_224.v2_webli,dish_1561661347,48,noise0p16,heavy noise,50.67,309.352,258.682,132,297.962,165.962,7.84221,54.2364,18.1403,81.6283,83.6447,309.352,13661.3,3032.62,0.0134341,0.193366
vit_base_patch16_siglip_224.v2_webli,dish_1566501575,114,noise0p16,heavy noise,251.694,390.498,138.804,54,324.019,270.019,8.13013,61.3592,22.4632,110.433,122.355,390.498,11961,2642.87,-0.00712866,0.147244
vit_base_patch16_siglip_224.v2_webli,dish_1563218408,72,noise0p16,heavy noise,245.34,382.478,137.138,87,258.208,171.208,8.69673,62.1262,27.9895,70.6447,60.3253,382.478,11457,2545.79,-0.00724596,0.091664
vit_base_patch16_siglip_224.v2_webli,dish_1561661377,48,noise0p16,heavy noise,306.334,453.894,147.561,294,430.129,136.129,7.5057,53.2164,27.8244,94.7644,100.145,453.894,13668.5,3013.61,0.0123904,0.198658
vit_base_patch16_siglip_224.v2_webli,dish_1558639876,17,noise0p16,heavy noise,68.18,294.103,225.923,215,297.478,82.4779,7.85189,54.9169,24.6248,71.6845,66.1546,294.103,12479.5,2917.92,-5.26905e-05,0.18492
vit_base_patch16_siglip_224.v2_webli,dish_1566849862,119,noise0p16,heavy noise,77.05,174.377,97.327,67,152.478,85.4775,9.74197,59.6382,14.3109,62.1794,52.9107,174.377,12454.1,2703.93,-0.00490814,0.140764
vit_base_patch16_siglip_224.v2_webli,dish_1566502573,115,noise0p16,heavy noise,821.51,580.322,241.189,487,459.338,27.6622,7.64728,50.7838,23.9717,106.507,119.784,580.322,12809.3,2811.57,-0.00613517,0.166578
vit_base_patch16_siglip_224.v2_webli,dish_1562009810,55,noise0p16,heavy noise,119.88,205.136,85.2556,108,161.25,53.2503,8.40482,64.0231,23.7589,55.6332,39.1581,205.136,13192.4,2870.61,0.00793052,0.214738
vit_base_patch16_siglip_224.v2_webli,dish_1564675411,91,noise0p16,heavy noise,235.531,450.491,214.96,308,370.018,62.0177,7.50966,56.7121,32.4521,62.9591,49.8706,450.491,13636.6,2938.18,-0.00403756,0.203812
vit_base_patch16_siglip_224.v2_webli,dish_1560203424,33,noise0p16,heavy noise,451.754,376.668,75.0857,138,164.872,26.8723,7.18386,50.6224,24.4122,61.0428,52.3016,376.668,13614.5,2921.12,-0.00220132,0.201369
vit_base_patch16_siglip_224.v2_webli,dish_1562790824,68,noise0p16,heavy noise,437.072,427.266,9.80538,368,344.02,23.9799,8.26439,54.7972,39.2652,93.3917,92.6895,427.266,12585.6,2700.45,-0.00777,0.154684
vit_base_patch16_siglip_224.v2_webli,dish_1558030289,4,noise0p16,heavy noise,38.52,90.6665,52.1465,107,89.923,17.077,5.69845,53.4223,13.2349,29.9554,10.4139,90.6665,13798.2,2970.32,-0.0106052,0.223683
vit_base_patch16_siglip_224.v2_webli,dish_1560444985,35,noise0p16,heavy noise,198.938,357.261,158.323,264,359.544,95.5437,8.04239,57.8918,21.6065,69.3482,62.6909,357.261,13414.1,2908.12,-0.000251353,0.188927
vit_base_patch16_siglip_224.v2_webli,dish_1563984140,84,noise0p16,heavy noise,245.44,315.321,69.8807,472,302.659,169.341,9.25205,64.0805,19.2185,56.9469,42.1711,315.321,14084.8,2939.96,-0.00375038,0.289536
vit_base_patch16_siglip_224.v2_webli,dish_1561662160,49,noise0p16,heavy noise,41.8383,210.424,168.586,36,188.984,152.984,6.68903,52.1307,17.8922,52.4691,41.8685,210.424,13544,2931.01,-0.00416869,0.195755
vit_base_patch16_siglip_224.v2_webli,dish_1558641164,18,noise0p16,heavy noise,80.08,157.3,77.2197,154,227.061,73.0612,7.77538,47.4695,15.8467,34.8066,17.0482,157.3,13786.6,2976.75,0.00197005,0.223443
vit_base_patch16_siglip_224.v2_webli,dish_1558110335,6,noise0p16,heavy noise,37.87,162.924,125.054,7,80.6267,73.6267,6.59668,50.8885,19.0787,49.4465,37.3972,162.924,13668,2950.03,-0.0114931,0.220236
vit_base_patch16_siglip_224.v2_webli,dish_1565811061,104,noise0p16,heavy noise,380.32,368.676,11.6438,324,376.196,52.1963,8.57873,52.9488,29.0193,122.12,139.72,368.676,11807.8,2772.7,0.00391269,0.110198
vit_base_patch16_siglip_224.v2_webli,dish_1559844490,28,noise0p16,heavy noise,108.36,215.057,106.697,180,219.753,39.7526,7.26941,53.3136,20.9616,28.8898,4.76183,215.057,13115.2,2755.48,0.00240386,0.21436
vit_base_patch16_siglip_224.v2_webli,dish_1562786103,66,noise0p16,heavy noise,93.081,260.055,166.974,57,215.154,158.154,8.92917,66.4725,28.0678,55.008,35.3988,260.055,13521.4,2828.93,-0.00856167,0.21102
vit_base_patch16_siglip_224.v2_webli,dish_1563897087,81,noise0p16,heavy noise,102.44,259.694,157.254,231,232.306,1.30613,8.13699,66.1703,19.731,49.031,30.3394,259.694,13455.2,2831.2,-0.00960511,0.206977
vit_base_patch16_siglip_224.v2_webli,dish_1566590007,117,noise0p16,heavy noise,740.762,630.397,110.365,457,485.91,28.9099,8.29508,55.7956,24.8929,98.4153,105.245,630.397,13145.6,2875.95,0.0133198,0.16016
vit_base_patch16_siglip_224.v2_webli,dish_1560975517,40,noise0p16,heavy noise,42.39,198.278,155.888,99,183.123,84.1234,7.06362,51.9992,17.3769,86.3163,92.2392,198.278,14039,3024.44,0.00162876,0.239633
vit_base_patch16_siglip_224.v2_webli,dish_1557936645,3,noise0p16,heavy noise,11.88,180.377,168.497,36,151.773,115.773,6.42028,59.9947,19.1704,22.3169,-5.91201,180.377,13892.8,2898.05,0.00434005,0.265458
vit_base_patch16_siglip_224.v2_webli,dish_1565020796,95,noise0p16,heavy noise,90.6,284.627,194.027,99,240.056,141.056,7.18989,58.6426,22.7317,59.1894,47.5301,284.627,14210.5,2964.02,0.000248194,0.306018
vit_base_patch16_siglip_224.v2_webli,dish_1559578579,26,noise0p16,heavy noise,142.58,236.445,93.8651,78,172.037,94.037,6.40364,50.5053,17.8895,40.2353,24.3977,236.445,13662.5,3003.64,0.00445604,0.217189
vit_base_patch16_siglip_224.v2_webli,dish_1557862783,2,noise0p16,heavy noise,442.98,374.784,68.1956,258,348.368,90.3685,8.92164,58.75,18.7168,68.8515,62.0965,374.784,13890.5,2996.94,0.00281739,0.252388
vit_base_patch16_siglip_224.v2_webli,dish_1560975601,40,noise0p16,heavy noise,233.936,420.947,187.012,253,355.138,102.138,7.52111,49.0122,27.0369,96.5828,104.523,420.947,13510,3000.6,-0.000548542,0.186984
vit_base_patch16_siglip_224.v2_webli,dish_1560367952,34,noise0p16,heavy noise,414.733,272.179,142.554,221,283.842,62.8423,10.0462,58.6406,23.2359,77.8284,72.95,272.179,12808.4,2886.82,0.0043875,0.131003
vit_base_patch16_siglip_224.v2_webli,dish_1563565454,79,noise0p16,heavy noise,350.789,259.854,90.9345,322,293.938,28.0619,7.68219,57.2814,22.251,70.0772,64.006,259.854,13001.2,2848.39,-0.00572264,0.147053
vit_base_patch16_siglip_224.v2_webli,dish_1562703408,63,noise0p16,heavy noise,311.209,336.441,25.2319,196,289.37,93.3701,9.1912,69.3296,26.8894,58.2418,39.5221,336.441,13056.2,2739.72,-0.00736868,0.178397
vit_base_patch16_siglip_224.v2_webli,dish_1564689138,93,noise0p16,heavy noise,268.267,350.691,82.424,223,316.159,93.1588,6.94486,53.5933,24.1978,62.3968,53.6013,350.691,12900.9,2824.82,0.00285041,0.143023
vit_base_patch16_siglip_224.v2_webli,dish_1563221086,73,noise0p16,heavy noise,328.278,312.564,15.7137,254,304.981,50.9811,6.44358,48.9335,21.8177,71.1764,69.4889,312.564,12289.4,2744.05,0.0174537,0.118075
vit_base_patch16_siglip_224.v2_webli,dish_1567007814,122,noise0p16,heavy noise,73,199.416,126.416,152,242.134,90.1342,7.13908,54.1772,14.5318,55.0593,45.9821,199.416,13664.5,2868.86,-0.00504225,0.240404
vit_base_patch16_siglip_224.v2_webli,dish_1565896701,106,noise0p16,heavy noise,294.473,346.833,52.3594,184,262.309,78.3092,7.86652,60.0664,22.8721,72.9359,66.9736,346.833,13365.3,2800.61,-0.00562018,0.227232
vit_base_patch16_siglip_224.v2_webli,dish_1557937615,3,noise0p16,heavy noise,6.93,156.671,149.741,21,135.952,114.952,7.19241,60.9454,15.0937,36.2418,15.4728,156.671,13953.7,2903.55,0.00155342,0.275957
vit_base_patch16_siglip_224.v2_webli,dish_1564427455,88,noise0p16,heavy noise,354.26,275.952,78.3083,218,240.626,22.6264,8.14028,52.8125,19.9601,102.595,114.432,275.952,12194.8,2768.72,0.00538623,0.12945
vit_base_patch16_siglip_224.v2_webli,dish_1564588859,90,noise0p16,heavy noise,183.586,376.028,192.441,257,327.454,70.4536,9.98674,68.331,25.3346,66.6202,52.3177,376.028,14312.3,2974.9,-0.00491047,0.318532
vit_base_patch16_siglip_224.v2_webli,dish_1561577848,45,noise0p16,heavy noise,413.348,320.684,92.664,254,203.815,50.1851,8.05091,52.2671,24.0412,79.4991,78.7371,320.684,12956.4,2863.78,-0.00136173,0.144752
vit_base_patch16_siglip_224.v2_webli,dish_1563389600,76,noise0p16,heavy noise,451.428,243.538,207.89,264,219.611,44.3892,8.18777,60.7751,21.9035,76.422,72.0562,243.538,12140.7,2657.92,-0.00558507,0.124506
vit_base_patch16_siglip_224.v2_webli,dish_1566316726,110,noise0p16,heavy noise,409.523,430.504,20.9816,685,479.343,205.657,8.17877,58.7478,31.9132,62.9389,48.8693,430.504,13800.9,2904.86,-0.00722933,0.238506
vit_base_patch16_siglip_224.v2_webli,dish_1562776465,65,noise0p16,heavy noise,173.432,305.31,131.877,212,241.672,29.6725,7.14736,54.2597,24.8532,68.1444,61.5428,305.31,13452.1,2882.52,0.00145471,0.182682
vit_base_patch16_siglip_224.v2_webli,dish_1568401261,126,noise0p16,heavy noise,530.393,440.818,89.5754,443,372.419,70.581,8.17988,56.497,32.9896,105.497,112.593,440.818,13692.9,2934.37,0.00277758,0.229068
vit_base_patch16_siglip_224.v2_webli,dish_1559841950,27,noise0p16,heavy noise,11.2,228.315,217.115,32,204.841,172.841,8.81044,69.0818,28.7249,40.9862,13.4958,228.315,13513.1,2809.74,-0.00338423,0.228827
vit_base_patch16_siglip_224.v2_webli,dish_1558375667,9,noise0p16,heavy noise,687.939,327.935,360.004,119,171.642,52.642,6.49056,42.8753,22.3593,113.393,134.125,327.935,13623.6,3013.29,-0.0123765,0.197125
vit_base_patch16_siglip_224.v2_webli,dish_1558639482,17,noise0p16,heavy noise,30.769,107.914,77.1445,29,71.1679,42.1679,5.74398,52.6735,15.8428,41.8805,27.4041,107.914,13774.2,2944.09,-0.00170189,0.227082
vit_base_patch16_siglip_224.v2_webli,dish_1566328805,111,noise0p16,heavy noise,927.81,651.648,276.162,488,505.082,17.0824,7.7489,56.2611,19.3445,100.528,110.744,651.648,13344.5,2910.58,-0.0011099,0.207093
vit_base_patch16_siglip_224.v2_webli,dish_1558114145,7,noise0p16,heavy noise,57.27,180.924,123.654,83,175.495,92.4948,6.2637,42.4377,23.2554,37.2585,20.7001,180.924,13595.3,2982.41,-0.0118641,0.209255
vit_base_patch16_siglip_224.v2_webli,dish_1562700593,62,noise0p16,heavy noise,385.774,441.515,55.7413,384,384.272,0.271543,7.04175,49.8563,21.2584,78.4678,79.8058,441.515,12907.3,2871.4,0.00583684,0.142536
vit_base_patch16_siglip_224.v2_webli,dish_1557937574,3,noise0p16,heavy noise,5.59,247.887,242.297,13,222.841,209.841,7.72983,68.8777,27.6796,42.3929,16.8673,247.887,13898.1,2888.48,0.00279343,0.270431
vit_base_patch16_siglip_224.v2_webli,dish_1561661324,48,noise0p16,heavy noise,33,240.148,207.148,75,184.793,109.793,7.83061,57.0838,20.0534,68.6787,62.7056,240.148,13938.2,3040.77,0.0157954,0.250297
vit_base_patch16_siglip_224.v2_webli,dish_1564588820,90,noise0p16,heavy noise,81.12,364.616,283.496,156,308.355,152.355,9.97445,71.1781,23.2055,55.0303,34.9301,364.616,14447.1,2974.38,-0.00296855,0.391889
vit_base_patch16_siglip_224.v2_webli,dish_1566414225,112,noise0p16,heavy noise,125.182,282.574,157.392,88,223.314,135.314,7.96694,61.6135,17.5297,61.8924,51.9558,282.574,13993.9,2960.49,-0.00847757,0.254568
vit_base_patch16_siglip_224.v2_webli,dish_1568305257,125,noise0p16,heavy noise,837.148,503.104,334.044,420,405.509,14.4907,8.22284,56.3691,23.9195,70.41,63.7648,503.104,12807.1,2784.63,-0.00410885,0.170605
vit_base_patch16_siglip_224.v2_webli,dish_1564773826,94,noise0p16,heavy noise,10.08,151.388,141.308,56,155.978,99.9775,7.76114,58.3915,21.2748,55.4194,42.1167,151.388,13927.8,2958.01,-0.00107557,0.252018
vit_base_patch16_siglip_224.v2_webli,dish_1562700496,62,noise0p16,heavy noise,31,240.425,209.425,124,206.98,82.9795,8.98326,70.8764,23.34,54.5186,34.9636,240.425,13216.1,2830.55,0.00723732,0.218685
vit_base_patch16_siglip_224.v2_webli,dish_1566850099,119,noise0p16,heavy noise,113.058,187.622,74.5642,112,163.823,51.8233,6.67105,51.8085,16.9475,38.4783,21.5055,187.622,13365.9,2856.27,-0.00152493,0.165864
vit_base_patch16_siglip_224.v2_webli,dish_1560975628,40,noise0p16,heavy noise,348.273,487.716,139.444,296,417.358,121.358,7.05741,48.0961,31.5928,93.7068,99.171,487.716,13600.9,3026.61,-0.00392616,0.194737
vit_base_patch16_siglip_224.v2_webli,dish_1558461431,10,noise0p16,heavy noise,1.15,114.209,113.059,5,102.491,97.4909,6.27912,50.088,17.6118,34.7591,16.577,114.209,13801.5,3034.97,-0.00340009,0.215669
vit_base_patch16_siglip_224.v2_webli,dish_1558635618,16,noise0p16,heavy noise,220.254,332.087,111.833,334,327.476,6.524,8.56734,52.4031,22.0084,71.8537,67.6825,332.087,12450.4,2976.84,-0.0101269,0.176348
vit_base_patch16_siglip_224.v2_webli,dish_1561148021,41,noise0p16,heavy noise,361.765,509.712,147.947,216,345.631,129.631,7.60659,52.9452,21.2701,89.7193,95.1176,509.712,13213.1,2955.44,-0.00627142,0.160198
vit_base_patch16_siglip_224.v2_webli,dish_1566328745,111,noise0p16,heavy noise,282.03,307.465,25.4352,203,241.753,38.7532,6.67158,52.3537,19.1251,82.5819,86.1957,307.465,13672.3,2967.12,-0.00215846,0.215469
vit_base_patch16_siglip_224.v2_webli,dish_1558373074,8,noise0p16,heavy noise,73.84,140.937,67.0968,142,166.215,24.2153,6.91563,49.9938,18.1615,35.5492,17.0976,140.937,13844.1,2993.8,-0.0118711,0.235617
vit_base_patch16_siglip_224.v2_webli,dish_1561662869,49,noise0p16,heavy noise,284.346,391.552,107.207,192,268.868,76.868,7.80005,52.585,23.2095,67.7123,61.5791,391.552,13521.1,2988.98,0.00646758,0.191913
vit_base_patch16_siglip_224.v2_webli,dish_1558544663,11,noise0p16,heavy noise,141.44,244.563,103.123,208,212.022,4.02235,8.03186,54.4042,21.3772,56.1691,44.3035,244.563,13909.2,3024.61,-0.00719869,0.242297
vit_base_patch16_siglip_224.v2_webli,dish_1564588919,90,noise0p16,heavy noise,335.944,404.307,68.3624,452,419.797,32.2031,9.71637,67.0082,24.9156,68.0313,55.217,404.307,13515.6,2831.77,-0.00411201,0.213842
vit_base_patch16_siglip_224.v2_webli,dish_1563909580,83,noise0p16,heavy noise,544.312,415.853,128.459,361,352.372,8.62761,6.95033,50.2103,22.5935,81.8179,84.2442,415.853,12582.5,2785.94,0.0015521,0.131529
vit_base_patch16_siglip_224.v2_webli,dish_1565894858,105,noise0p16,heavy noise,132.84,265.037,132.197,27,216.776,189.776,9.28977,73.2011,34.3376,30.9332,-5.3143,265.037,13847.7,2872.4,-0.00720114,0.258828
vit_base_patch16_siglip_224.v2_webli,dish_1564689078,93,noise0p16,heavy noise,72.3608,268.974,196.614,55,257.923,202.923,9.92667,74.4339,25.2889,36.0429,4.82616,268.974,13412.4,2868.51,0.00132072,0.187733
vit_base_patch16_siglip_224.v2_webli,dish_1566414412,112,noise0p16,heavy noise,920.12,378.738,541.383,658,415.125,242.875,9.01562,64.2164,24.8164,76.2277,68.9103,378.738,12492.8,2714.06,-0.0111302,0.143753
vit_base_patch16_siglip_224.v2_webli,dish_1566502537,115,noise0p16,heavy noise,517.644,465.987,51.657,315,340.032,25.0319,6.68258,50.1504,28.4682,85.3323,87.4829,465.987,13120.1,2859.11,-0.00735712,0.172657
vit_base_patch16_siglip_224.v2_webli,dish_1558718587,20,noise0p16,heavy noise,10.25,154.8,144.55,41,133.991,92.9911,5.78109,55.5528,17.3154,24.6299,0.177594,154.8,13780.8,2956.56,-0.00914139,0.2284
vit_base_patch16_siglip_224.v2_webli,dish_1563551164,78,noise0p16,heavy noise,339.756,439.318,99.5616,270,343.892,73.8925,9.10952,61.7621,24.6442,87.0149,85.78,439.318,13860.9,2922.74,-0.00517941,0.266818
vit_base_patch16_siglip_224.v2_webli,dish_1558720236,21,noise0p16,heavy noise,887.823,613.853,273.97,407,441.591,34.5914,8.6989,53.6799,28.4513,151.304,183.072,613.853,13451.9,3009.72,-0.00667387,0.208586
vit_base_patch16_siglip_224.v2_webli,dish_1562776497,65,noise0p16,heavy noise,291.832,431.088,139.255,292,339.466,47.466,7.72536,53.0144,23.6809,81.9193,82.4773,431.088,13430.9,2927.24,0.00140929,0.180077
vit_base_patch16_siglip_224.v2_webli,dish_1563565289,79,noise0p16,heavy noise,93.368,174.418,81.05,88,135.01,47.0098,9.9311,66.4706,25.6202,73.6523,63.3386,174.418,13372.7,2869.98,-0.00253022,0.211862
vit_base_patch16_siglip_224.v2_webli,dish_1559849412,30,noise0p16,heavy noise,352.641,274.707,77.9345,61,151.953,90.9532,7.24771,53.9683,18.2319,85.3472,89.6858,274.707,13327.6,2784.75,-0.00420952,0.20769
vit_base_patch16_siglip_224.v2_webli,dish_1559934477,32,noise0p16,heavy noise,25.08,136.611,111.531,57,87.965,30.965,7.02293,50.866,25.8596,59.7629,49.89,136.611,12576.7,2707.51,-0.00130528,0.129176
vit_base_patch16_siglip_224.v2_webli,dish_1557936599,3,noise0p16,heavy noise,22.05,174.232,152.182,63,167.771,104.771,6.44827,60.8554,17.0065,35.1369,13.6955,174.232,13883,2917.57,0.00312912,0.254157
vit_base_patch16_siglip_224.v2_webli,dish_1563565354,79,noise0p16,heavy noise,272.315,370.124,97.8092,193,315.806,122.806,8.58581,64.3278,26.3674,55.7333,38.0858,370.124,13512.7,2933.63,-0.00521386,0.203849
vit_base_patch16_siglip_224.v2_webli,dish_1561405411,43,noise0p16,heavy noise,332.063,344.347,12.2837,282,304.686,22.6858,7.70089,50.2733,25.5364,62.7728,54.1793,344.347,13372.7,2982.13,-0.0043323,0.167262
vit_base_patch16_siglip_224.v2_webli,dish_1566502472,115,noise0p16,heavy noise,132.919,290.298,157.379,119,272.875,153.875,7.37837,57.481,20.1804,55.706,43.545,290.298,13325.3,2865.19,-0.00462234,0.181038
vit_base_patch16_siglip_224.v2_webli,dish_1566838317,118,noise0p16,heavy noise,114.2,242.228,128.028,284,237.906,46.0941,8.94349,57.5594,21.7154,65.091,55.7388,242.228,13600.6,2846.34,0.00840008,0.259794
vit_base_patch16_siglip_224.v2_webli,dish_1565123881,101,noise0p16,heavy noise,406.822,456.676,49.854,515,367.295,147.705,8.87155,57.9858,26.402,127.218,146.421,456.676,12460.5,2823.05,0.00543296,0.146588
vit_base_patch16_siglip_224.v2_webli,dish_1563551134,78,noise0p16,heavy noise,246.92,313.971,67.0511,173,256.249,83.2492,9.49229,63.3297,21.4841,75.2797,68.6887,313.971,14265.9,3000.45,-0.003555,0.34349
vit_base_patch16_siglip_224.v2_webli,dish_1558718906,20,noise0p16,heavy noise,282.58,397.251,114.671,247,329.972,82.9717,7.96949,50.3304,21.8066,91.6381,98.3606,397.251,12385.4,2894.16,-0.00996262,0.182431
vit_base_patch16_siglip_224.v2_webli,dish_1562963289,70,noise0p16,heavy noise,349.918,368.781,18.8635,180,281.834,101.834,8.6404,65.2455,24.3867,62.0938,47.964,368.781,13814.4,2898.97,-0.0100942,0.239886
vit_base_patch16_siglip_224.v2_webli,dish_1562790775,68,noise0p16,heavy noise,75.6863,280.648,204.962,40,238.013,198.013,8.98054,62.2216,20.7121,57.8843,43.8204,280.648,13265.7,2804.01,-0.000983596,0.190808
vit_base_patch16_siglip_224.v2_webli,dish_1560801041,38,noise0p16,heavy noise,432.244,380.567,51.6769,292,386.711,94.7114,7.42714,50.4695,22.7382,66.7735,61.3363,380.567,12966.2,2933.99,-0.00673908,0.144962
vit_base_patch16_siglip_224.v2_webli,dish_1565123816,101,noise0p16,heavy noise,250.917,298.791,47.8744,110,282.335,172.335,10.97,84.0496,27.907,58.0671,32.6904,298.791,14078.3,2911.59,0.000337601,0.290127
vit_base_patch16_siglip_224.v2_webli,dish_1558031351,5,noise0p16,heavy noise,12.3,65.4843,53.1843,41,61.3952,20.3952,5.50729,47.0536,10.2924,17.844,-4.27425,65.4843,13681.3,2955.56,-0.00805658,0.216132
vit_base_patch16_siglip_224.v2_webli,dish_1559841979,27,noise0p16,heavy noise,39.29,201.103,161.813,85,278.432,193.432,8.79059,63.8072,29.0841,50.1919,28.8235,201.103,13429.6,2790.74,-0.00280762,0.226356
vit_base_patch16_siglip_224.v2_webli,dish_1560203400,33,noise0p16,heavy noise,293.28,318.245,24.9645,104,140.324,36.3241,7.55137,50.4655,20.8234,60.329,52.3677,318.245,13650.6,2904.2,-0.00150633,0.203353
vit_base_patch16_siglip_224.v2_webli,dish_1563294987,74,noise0p16,heavy noise,97.38,229.44,132.06,18,159.997,141.997,7.3535,56.5895,16.6725,53.0452,41.218,229.44,13088.7,2813.29,-0.00856233,0.165779
vit_base_patch16_siglip_224.v2_webli,dish_1563208412,71,noise0p16,heavy noise,62.4,222.741,160.341,39,149.338,110.338,7.30304,58.9126,23.4468,40.8429,19.7589,222.741,13763,2918.8,0.00695169,0.215717
vit_base_patch16_siglip_224.v2_webli,dish_1557862696,2,noise0p16,heavy noise,19.25,176.226,156.976,77,167.049,90.049,12.6483,65.1829,21.8612,48.4355,25.5731,176.226,14332.5,3051.15,-0.000159204,0.32972
vit_base_patch16_siglip_224.v2_webli,dish_1561739212,52,noise0p16,heavy noise,134.01,265.857,131.847,214,285.417,71.4166,6.38784,51.4105,24.223,55.6095,44.6206,265.857,13825,2979.01,-0.00328052,0.238277
vit_base_patch16_siglip_224.v2_webli,dish_1564675380,91,noise0p16,heavy noise,87.331,274.174,186.843,23,173.788,150.788,8.85879,60.5714,18.3245,50.731,34.7018,274.174,13664.5,2897.51,-0.0052579,0.208696
vit_base_patch16_siglip_224.v2_webli,dish_1564773903,94,noise0p16,heavy noise,316.828,275.211,41.6167,336,312.029,23.9711,7.79643,55.6245,18.5628,73.2388,70.5667,275.211,13408.8,2867.89,-0.00312841,0.185807
vit_base_patch16_siglip_224.v2_webli,dish_1558376768,9,noise0p16,heavy noise,74.36,174.017,99.6574,143,201.719,58.7193,6.58836,50.9329,20.6321,34.1265,13.9834,174.017,13792.4,2981.22,-0.0103957,0.22392
vit_base_patch16_siglip_224.v2_webli,dish_1563897047,81,noise0p16,heavy noise,66.04,228.624,162.584,127,207.678,80.6783,7.89592,61.6449,17.6079,64.6726,56.1106,228.624,13908.8,2907.84,-0.00564629,0.264227
vit_base_patch16_siglip_224.v2_webli,dish_1562172561,59,noise0p16,heavy noise,150.8,241.678,90.8782,290,222.684,67.3161,7.85762,59.9158,20.9417,51.1477,35.3052,241.678,14098.6,2958.43,-0.0036146,0.288224
vit_base_patch16_siglip_224.v2_webli,dish_1563551194,78,noise0p16,heavy noise,471.644,570.515,98.871,400,433.484,33.484,8.87737,59.4087,23.0135,110.256,121.963,570.515,13839,2946.58,-0.00559545,0.250062
vit_base_patch16_siglip_224.v2_webli,dish_1558113430,7,noise0p16,heavy noise,7.84,189.007,181.167,28,151.814,123.814,7.25499,53.2228,19.9523,45.7528,30.3009,189.007,13618.1,3017.59,-0.0147729,0.194872
vit_base_patch16_siglip_224.v2_webli,dish_1565035774,98,noise0p16,heavy noise,57.5,310.294,252.794,185,306.67,121.67,8.88419,69.7162,22.1738,53.767,34.7409,310.294,13811.3,2900.52,-0.00143635,0.241728
vit_base_patch16_siglip_224.v2_webli,dish_1563551105,78,noise0p16,heavy noise,194.4,237.938,43.5376,72,175.558,103.558,9.57626,67.1328,21.2505,70.0616,59.6891,237.938,14186.9,2959.94,-0.00341952,0.344566
vit_base_patch16_siglip_224.v2_webli,dish_1566850142,119,noise0p16,heavy noise,464.951,456.918,8.03354,284,333.307,49.3068,9.81225,59.9614,23.7102,70.4721,61.5553,456.918,13209.3,2841.21,-0.00256205,0.165647
vit_base_patch16_siglip_224.v2_webli,dish_1561574368,44,noise0p16,heavy noise,22,160.535,138.535,50,122.42,72.4196,8.00502,61.6721,25.4884,52.5668,35.0133,160.535,13004.6,2834.63,0.00412309,0.143453
vit_base_patch16_siglip_224.v2_webli,dish_1562085672,56,noise0p16,heavy noise,122.084,262.145,140.061,46,145.439,99.4386,9.22042,62.2468,27.3458,58.6208,42.2244,262.145,14141.9,3037.42,-0.00266773,0.27647
vit_base_patch16_siglip_224.v2_webli,dish_1560526472,37,noise0p16,heavy noise,113.673,251.629,137.956,114,283.183,169.183,8.79995,61.1996,21.3217,52.5203,36.0733,251.629,13176.6,2882.58,-0.0102341,0.161488
vit_base_patch16_siglip_224.v2_webli,dish_1566328776,111,noise0p16,heavy noise,901.81,620.048,281.762,436,441.784,5.78373,7.54774,54.196,19.0841,106.412,120.439,620.048,13356.4,2911.72,-0.001872,0.214301
